source_relative_path	repository_path	category	legacy_pre_git	size_bytes	sha256
auxiliary_entry_work_packages/configs/build_v1.yaml	configs/entry_work_packages/build_v1.yaml	config_or_documentation	false	1065	3fbd74a5bb15cb34824852b6b60d1d117a48268465d2e0379a2700dd5c01a3d8
filter_04_crystal_packing_influence/step_01_lattice_neighbor_search/runs/step01_full_v1/executed_runner.py	legacy/filter_04/step_01/step01_full_v1/executed_runner.py	legacy_executed_source	true	25646	a981cc3c4a4e8c02c0b70b3786183b2872c6fd40204b7c4ac4b0f859e8eb8d9a
filter_04_crystal_packing_influence/step_01_lattice_neighbor_search/runs/step01_full_v2/executed_runner.py	legacy/filter_04/step_01/step01_full_v2/executed_runner.py	legacy_executed_source	true	25936	c818e22a9e462ae4bbd3eab6a192798111bab0300463c594cf8cc90f9aa9cb29
filter_04_crystal_packing_influence/step_01_lattice_neighbor_search/runs/step01_full_v3/executed_runner.py	legacy/filter_04/step_01/step01_full_v3/executed_runner.py	legacy_executed_source	true	26168	6510b7d5aaf151d2c47fa39201d8fc41760bcb56725adc5f7882cbad7ab216d7
filter_04_crystal_packing_influence/step_01_lattice_neighbor_search/runs/step01_pilot_v1/executed_runner.py	legacy/filter_04/step_01/step01_pilot_v1/executed_runner.py	legacy_executed_source	true	25646	a981cc3c4a4e8c02c0b70b3786183b2872c6fd40204b7c4ac4b0f859e8eb8d9a
filter_04_crystal_packing_influence/step_01_lattice_neighbor_search/runs/step01_pilot_v2/executed_runner.py	legacy/filter_04/step_01/step01_pilot_v2/executed_runner.py	legacy_executed_source	true	25936	c818e22a9e462ae4bbd3eab6a192798111bab0300463c594cf8cc90f9aa9cb29
filter_04_crystal_packing_influence/step_01_lattice_neighbor_search/runs/step01_pilot_v3/executed_runner.py	legacy/filter_04/step_01/step01_pilot_v3/executed_runner.py	legacy_executed_source	true	26168	6510b7d5aaf151d2c47fa39201d8fc41760bcb56725adc5f7882cbad7ab216d7
filter_04_crystal_packing_influence/step_01_lattice_neighbor_search/runs/step01_smoke_02/executed_runner.py	legacy/filter_04/step_01/step01_smoke_02/executed_runner.py	legacy_executed_source	true	25205	6a8026f8b12e934810f54eba8e1e69eec528c0a66aa20633b9e3d21e2e998fe7
filter_04_crystal_packing_influence/step_02_biological_assembly_equivalence/runs/step02_full_v1/executed_runner.py	legacy/filter_04/step_02/step02_full_v1/executed_runner.py	legacy_executed_source	true	39404	51dd2c80f8c4a2ac09ba304c95c2c7170114853898fbc3b6aaef25a852af895b
filter_04_crystal_packing_influence/step_02_biological_assembly_equivalence/runs/step02_full_v2/executed_runner.py	legacy/filter_04/step_02/step02_full_v2/executed_runner.py	legacy_executed_source	true	39812	09daff46b213ef4eb883a83fd314d3da31dbc6ac265e921d1bd165d7cd379501
filter_04_crystal_packing_influence/step_02_biological_assembly_equivalence/runs/step02_full_v3/executed_runner.py	legacy/filter_04/step_02/step02_full_v3/executed_runner.py	legacy_executed_source	true	40874	385a1f5e024aeb77a5374cca7cfe9414976f3a9c7fe1fff59190de661e18171e
filter_04_crystal_packing_influence/step_02_biological_assembly_equivalence/runs/step02_pilot_exploratory_v1/executed_runner.py	legacy/filter_04/step_02/step02_pilot_exploratory_v1/executed_runner.py	legacy_executed_source	true	37432	6dae7edc8ec6386ffbc6d490f790b3f8c20daf97864f8e045a286359b087f1ad
